run_id,source_dataset,flow_type,page_url,friction_scenario,completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,feedback_delay,task_completed,screenshot_count,error_message_clarity,friction_level
banking_login_good_desktop_1778594938037_x447aq,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1113,1,0,2,0,0,0,936,1,2,2,Low
banking_login_medium_mobile_1778594939204_jwhcjl,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12468,3,0,4,1,1,0,1938,1,2,1,Medium
banking_login_medium_tablet_1778594951725_faa9z4,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12387,3,0,4,1,1,0,1916,1,2,1,Medium
banking_login_medium_laptop_1778594964165_9jlwzn,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12438,3,0,4,1,1,0,1919,1,2,1,Medium
banking_login_medium_desktop_1778594976655_gau29k,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12427,3,0,4,1,1,0,1930,1,2,1,Medium
banking_login_bad_mobile_1778594989139_6u2qp3,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4120,1,1,3,0,2,0,3933,0,2,0,High
banking_login_bad_tablet_1778594993317_hf1y86,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4132,1,1,3,0,2,0,3958,0,2,0,High
banking_login_bad_laptop_1778594997510_91lf51,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4145,1,1,3,0,2,0,3935,0,2,0,High
banking_login_bad_desktop_1778595001709_3v7hic,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4158,1,1,3,0,2,0,3951,0,2,0,High
jobportal_search_good_mobile_1778595005923_7dp1nt,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,548,1,0,1,0,0,0,422,1,2,2,Low
jobportal_search_good_tablet_1778595006537_3fraqs,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1057,1,0,1,0,0,0,924,1,2,2,Low
jobportal_search_good_laptop_1778595007645_77v9oj,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1070,1,0,1,0,0,0,934,1,2,2,Low
jobportal_search_good_desktop_1778595008768_ycw9s4,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1112,1,0,1,0,0,0,930,1,2,2,Low
jobportal_search_medium_mobile_1778595009934_gta7aq,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4369,2,0,2,2,0,1,1941,1,2,1,Medium
jobportal_search_medium_tablet_1778595014356_lj9nup,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4287,2,0,2,2,0,1,1918,1,2,1,Medium
jobportal_search_medium_laptop_1778595018697_f0bt46,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4370,2,0,2,2,0,1,1918,1,2,1,Medium
jobportal_search_medium_desktop_1778595023120_x4374n,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4361,2,0,2,2,0,1,1929,1,2,1,Medium
jobportal_search_bad_mobile_1778595027533_5own1t,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6110,1,1,2,2,0,1,3960,1,2,0,High
jobportal_search_bad_tablet_1778595033696_nro0fo,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6173,1,1,2,2,0,1,3976,1,2,0,High
jobportal_search_bad_laptop_1778595039921_onqvvp,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6161,1,1,2,2,0,1,3957,1,2,0,High
jobportal_search_bad_desktop_1778595046138_1uydvn,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,5179,1,1,2,2,0,1,2932,1,2,0,High
dashboard_cta_good_mobile_1778595051381_vtrx9g,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1072,1,0,0,0,0,0,928,1,2,-1,Low
dashboard_cta_good_tablet_1778595052515_ow1r1y,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1043,1,0,0,0,0,0,922,1,2,-1,Low
dashboard_cta_good_laptop_1778595053611_q8r4cr,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1036,1,0,0,0,0,0,916,1,2,-1,Low
dashboard_cta_good_desktop_1778595054697_m7c44q,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1050,1,0,0,0,0,0,913,1,2,-1,Low
dashboard_cta_medium_mobile_1778595055799_jzs827,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2355,2,0,0,0,0,0,1940,1,2,1,Medium
dashboard_cta_medium_tablet_1778595058208_civ4hz,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2277,2,0,0,0,0,0,1914,1,2,1,Medium
dashboard_cta_medium_laptop_1778595060542_2qs1xw,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2295,2,0,0,0,0,0,1910,1,2,1,Medium
dashboard_cta_medium_desktop_1778595062892_6ccsh2,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2356,2,0,0,0,0,0,1931,1,2,1,Medium
dashboard_cta_bad_mobile_1778595065301_m5pqrq,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4415,2,1,0,0,0,0,3951,1,2,0,High
dashboard_cta_bad_tablet_1778595069767_k6laj1,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4466,2,1,0,0,0,0,3959,1,2,0,High
dashboard_cta_bad_laptop_1778595074284_0v9q4h,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4432,2,1,0,0,0,0,3941,1,2,0,High
dashboard_cta_bad_desktop_1778595078767_2o7cy1,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4483,2,1,0,0,0,0,3961,1,2,0,High
search_good_1778595083311_0nd0ip,playwright_dummy_website,search,http://localhost:3000/search-good,good,1064,1,0,1,0,0,0,922,1,3,2,Low
search_medium_1778595084428_boolyu,playwright_dummy_website,search,http://localhost:3000/search-medium,medium,2963,1,0,1,1,0,1,1916,1,3,1,Medium
search_bad_1778595087441_0urco1,playwright_dummy_website,search,http://localhost:3000/search-bad,bad,3404,3,1,1,2,1,1,2930,1,5,0,High
signup_bad_1778595090896_762mxk,playwright_dummy_website,signup,http://localhost:3000/signup-bad,bad,4523,4,1,4,2,1,1,3930,1,5,0,High
signup_good_1778595095470_qqnnjs,playwright_dummy_website,signup,http://localhost:3000/signup-good,good,1123,1,0,3,0,0,0,911,1,3,2,Low
signup_medium_1778595096646_4s9ttc,playwright_dummy_website,signup,http://localhost:3000/signup-medium,medium,2270,3,0,4,1,1,0,1906,1,4,1,Medium
cta_good_1778595099920_caefqb,playwright_dummy_website,cta,http://localhost:3000/cta-good,good,1075,1,0,0,0,0,0,929,1,3,-1,Low
cta_medium_1778595101057_pxlrmp,playwright_dummy_website,cta,http://localhost:3000/cta-medium,medium,3003,1,0,0,1,0,1,1929,1,3,1,Medium
cta_bad_1778595104130_t1sc15,playwright_dummy_website,cta,http://localhost:3000/cta-bad,bad,4311,2,1,0,1,0,1,3944,1,4,0,High
landing_good_1778595108504_8hzn9c,playwright_dummy_website,landing,http://localhost:3000/landing-good,good,1046,1,0,0,0,0,0,918,1,3,-1,Low
landing_medium_1778595109604_qd7h5o,playwright_dummy_website,landing,http://localhost:3000/landing-medium,medium,2071,1,1,1,0,0,0,1918,1,3,1,Medium
landing_bad_1778595111730_a4dak5,playwright_dummy_website,landing,http://localhost:3000/landing-bad,bad,4312,2,1,0,1,0,1,3955,1,4,0,High
login_good_1778595116102_y230mx,playwright_dummy_website,login,http://localhost:3000/login-good,good,1091,1,0,2,0,0,0,920,1,3,2,Low
login_medium_1778595117246_41q4mc,playwright_dummy_website,login,http://localhost:3000/login-medium,medium,2229,2,0,3,1,1,0,1937,1,4,1,Medium
login_bad_1778595119531_jev082,playwright_dummy_website,login,http://localhost:3000/login-bad,bad,3371,3,1,3,2,1,1,2924,1,5,0,High
saas_signup_good_mobile_1778595122966_6a0o3s,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1066,1,0,2,0,0,0,946,1,2,2,Low
saas_signup_good_tablet_1778595124085_ivyutd,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1055,1,0,2,0,0,0,922,1,2,2,Low
saas_signup_good_laptop_1778595125193_sqqne0,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1066,1,0,2,0,0,0,910,1,2,2,Low
saas_signup_good_desktop_1778595126319_q5m3ko,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1123,1,0,2,0,0,0,909,1,2,2,Low
saas_signup_medium_mobile_1778595127495_4mmkfh,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2422,3,0,3,0,0,0,1925,1,2,1,Medium
saas_signup_medium_tablet_1778595129970_xpl6tv,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2370,3,0,3,0,0,0,1932,1,2,1,Medium
saas_signup_medium_laptop_1778595132392_km1mqp,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2438,3,0,3,0,0,0,1926,1,2,1,Medium
saas_signup_medium_desktop_1778595134882_4hqgaf,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2444,3,0,3,0,0,0,1932,1,2,1,Medium
saas_signup_bad_mobile_1778595137380_1wtrb1,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4476,3,1,3,0,0,0,3952,1,2,0,High
saas_signup_bad_tablet_1778595141908_ea81y6,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4477,3,1,3,0,0,0,3939,1,2,0,High
saas_signup_bad_laptop_1778595146438_b541ci,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4475,3,1,3,0,0,0,3926,1,2,0,High
saas_signup_bad_desktop_1778595150969_msa9xv,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4545,3,1,3,0,0,0,3944,1,2,0,High
ecommerce_search_good_mobile_1778595155577_nz13dd,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,605,1,0,1,0,0,0,428,1,2,2,Low
ecommerce_search_good_tablet_1778595156235_merusv,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1051,1,0,1,0,0,0,928,1,2,2,Low
ecommerce_search_good_laptop_1778595157340_cle0m7,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1069,1,0,1,0,0,0,932,1,2,2,Low
ecommerce_search_good_desktop_1778595158463_2h2u6d,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1112,1,0,1,0,0,0,942,1,2,2,Low
ecommerce_search_medium_mobile_1778595159634_wxj2ul,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2395,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_tablet_1778595162084_ljktd0,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2370,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_laptop_1778595164506_da9f4g,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2401,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_desktop_1778595166964_83wavg,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2427,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_bad_mobile_1778595169444_5lvhc3,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2429,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_tablet_1778595171933_tjy7rl,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2465,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_laptop_1778595174450_bal2uh,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2478,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_desktop_1778595176982_fo93ki,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2510,2,0,1,1,1,1,0,0,2,0,High
banking_login_good_mobile_1778595179550_tp6hmv,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1030,1,0,2,0,0,0,907,1,2,2,Low
banking_login_good_tablet_1778595180635_bpq1ty,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1051,1,0,2,0,0,0,920,1,2,2,Low
banking_login_good_laptop_1778595181737_fj2fsh,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1089,1,0,2,0,0,0,922,1,2,2,Low
banking_login_good_desktop_1778595182882_h31f2n,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,591,1,0,2,0,0,0,407,1,2,2,Low
banking_login_medium_mobile_1778595183526_w3uxji,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12403,3,0,4,1,1,0,1909,1,2,1,Medium
banking_login_medium_tablet_1778595195982_8hxxrv,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,13403,3,0,4,1,1,0,2938,1,2,1,Medium
banking_login_medium_laptop_1778595209443_dqtf6n,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12480,3,0,4,1,1,0,1935,1,2,1,Medium
banking_login_medium_desktop_1778595221978_7daegn,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12459,3,0,4,1,1,0,1943,1,2,1,Medium
banking_login_bad_mobile_1778595234492_sz70sf,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4154,1,1,3,0,2,0,3968,0,2,0,High
banking_login_bad_tablet_1778595238699_oomdsg,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4154,1,1,3,0,2,0,3963,0,2,0,High
banking_login_bad_laptop_1778595242911_a0bs4p,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4150,1,1,3,0,2,0,3944,0,2,0,High
banking_login_bad_desktop_1778595247114_qux5fy,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4142,1,1,3,0,2,0,3946,0,2,0,High
jobportal_search_good_mobile_1778595251314_1e408i,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1027,1,0,1,0,0,0,921,1,2,2,Low
jobportal_search_good_tablet_1778595252394_6bn69w,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1038,1,0,1,0,0,0,910,1,2,2,Low
jobportal_search_good_laptop_1778595253488_vsviup,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1066,1,0,1,0,0,0,930,1,2,2,Low
jobportal_search_good_desktop_1778595254606_hfr5cg,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1097,1,0,1,0,0,0,925,1,2,2,Low
jobportal_search_medium_mobile_1778595255758_bi14yp,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4337,2,0,2,2,0,1,1913,1,2,1,Medium
jobportal_search_medium_tablet_1778595260148_9jebn2,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4352,2,0,2,2,0,1,1954,1,2,1,Medium
jobportal_search_medium_laptop_1778595264551_95snxr,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4354,2,0,2,2,0,1,1915,1,2,1,Medium
jobportal_search_medium_desktop_1778595268965_en9ot2,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4372,2,0,2,2,0,1,1936,1,2,1,Medium
jobportal_search_bad_mobile_1778595273394_jg3yaq,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6122,1,1,2,2,0,1,3953,1,2,0,High
jobportal_search_bad_tablet_1778595279572_6bdvxr,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6137,1,1,2,2,0,1,3940,1,2,0,High
jobportal_search_bad_laptop_1778595285763_igr1pr,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,6128,1,1,2,2,0,1,3929,1,2,0,High
jobportal_search_bad_desktop_1778595291943_0fpub5,playwright_dummy_website,search,http://localhost:3000/jobportal/search-bad,bad,5164,1,1,2,2,0,1,2938,1,2,0,High
dashboard_cta_good_mobile_1778595297161_9wecb8,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1083,1,0,0,0,0,0,937,1,2,-1,Low
dashboard_cta_good_tablet_1778595298295_v9mxp3,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1046,1,0,0,0,0,0,935,1,2,-1,Low
dashboard_cta_good_laptop_1778595299392_uk5bro,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1061,1,0,0,0,0,0,936,1,2,-1,Low
dashboard_cta_good_desktop_1778595300508_nt72xa,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-good,good,1075,1,0,0,0,0,0,918,1,2,-1,Low
dashboard_cta_medium_mobile_1778595301636_pp20ja,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2374,2,0,0,0,0,0,1950,1,2,1,Medium
dashboard_cta_medium_tablet_1778595304063_7u0ggg,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2337,2,0,0,0,0,0,1937,1,2,1,Medium
dashboard_cta_medium_laptop_1778595306452_y10diq,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2306,2,0,0,0,0,0,1920,1,2,1,Medium
dashboard_cta_medium_desktop_1778595308811_ee61jn,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-medium,medium,2356,2,0,0,0,0,0,1934,1,2,1,Medium
dashboard_cta_bad_mobile_1778595311222_m9ezgk,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4419,2,1,0,0,0,0,3954,1,2,0,High
dashboard_cta_bad_tablet_1778595315691_xtdhoe,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4464,2,1,0,0,0,0,3959,1,2,0,High
dashboard_cta_bad_laptop_1778595320209_nwdgse,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,3413,2,1,0,0,0,0,2941,1,2,0,High
dashboard_cta_bad_desktop_1778595323677_wsmti5,playwright_dummy_website,cta,http://localhost:3000/dashboard/cta-bad,bad,4476,2,1,0,0,0,0,3950,1,2,0,High
search_good_1778595328209_rd95gj,playwright_dummy_website,search,http://localhost:3000/search-good,good,1058,1,0,1,0,0,0,911,1,3,2,Low
search_medium_1778595329321_5fmq7x,playwright_dummy_website,search,http://localhost:3000/search-medium,medium,2963,1,0,1,1,0,1,1901,1,3,1,Medium
search_bad_1778595332345_n4sqtn,playwright_dummy_website,search,http://localhost:3000/search-bad,bad,3404,3,1,1,2,1,1,2928,1,5,0,High
signup_bad_1778595335803_icrmvd,playwright_dummy_website,signup,http://localhost:3000/signup-bad,bad,4506,4,1,4,2,1,1,3914,1,5,0,High
signup_good_1778595340363_qf8asc,playwright_dummy_website,signup,http://localhost:3000/signup-good,good,1120,1,0,3,0,0,0,914,1,3,2,Low
signup_medium_1778595341538_oosfma,playwright_dummy_website,signup,http://localhost:3000/signup-medium,medium,2284,3,0,4,1,1,0,1919,1,4,1,Medium
cta_good_1778595344763_bvggfx,playwright_dummy_website,cta,http://localhost:3000/cta-good,good,1086,1,0,0,0,0,0,926,1,3,-1,Low
cta_medium_1778595345914_i9azxd,playwright_dummy_website,cta,http://localhost:3000/cta-medium,medium,2968,1,0,0,1,0,1,1921,1,3,1,Medium
cta_bad_1778595348939_r8hp02,playwright_dummy_website,cta,http://localhost:3000/cta-bad,bad,4309,2,1,0,1,0,1,3941,1,4,0,High
landing_good_1778595353316_kr92yg,playwright_dummy_website,landing,http://localhost:3000/landing-good,good,1032,1,0,0,0,0,0,909,1,3,-1,Low
landing_medium_1778595354403_4mmxas,playwright_dummy_website,landing,http://localhost:3000/landing-medium,medium,2094,1,1,1,0,0,0,1940,1,3,1,Medium
landing_bad_1778595356549_e1uhz2,playwright_dummy_website,landing,http://localhost:3000/landing-bad,bad,4299,2,1,0,1,0,1,3945,1,4,0,High
login_good_1778595360919_d0vt03,playwright_dummy_website,login,http://localhost:3000/login-good,good,1112,1,0,2,0,0,0,927,1,3,2,Low
login_medium_1778595362084_ql0870,playwright_dummy_website,login,http://localhost:3000/login-medium,medium,2181,2,0,3,1,1,0,1922,1,4,1,Medium
login_bad_1778595364318_toue76,playwright_dummy_website,login,http://localhost:3000/login-bad,bad,4406,3,1,3,2,1,1,3960,1,5,0,High
saas_signup_good_mobile_1778595368790_xz5ki4,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1067,1,0,2,0,0,0,945,1,2,2,Low
saas_signup_good_tablet_1778595369909_ym441m,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1070,1,0,2,0,0,0,922,1,2,2,Low
saas_signup_good_laptop_1778595371034_919fp8,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1066,1,0,2,0,0,0,907,1,2,2,Low
saas_signup_good_desktop_1778595372153_2a3q4d,playwright_dummy_website,signup,http://localhost:3000/saas/signup-good,good,1081,1,0,2,0,0,0,903,1,2,2,Low
saas_signup_medium_mobile_1778595373286_rfsq97,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,3421,3,0,3,0,0,0,2935,1,2,1,Medium
saas_signup_medium_tablet_1778595376759_6c8wfm,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2386,3,0,3,0,0,0,1942,1,2,1,Medium
saas_signup_medium_laptop_1778595379199_2sm52i,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2453,3,0,3,0,0,0,1956,1,2,1,Medium
saas_signup_medium_desktop_1778595381705_c0cmnw,playwright_dummy_website,signup,http://localhost:3000/saas/signup-medium,medium,2445,3,0,3,0,0,0,1929,1,2,1,Medium
saas_signup_bad_mobile_1778595384203_ff3a85,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4458,3,1,3,0,0,0,3946,1,2,0,High
saas_signup_bad_tablet_1778595388719_68fwot,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4489,3,1,3,0,0,0,3949,1,2,0,High
saas_signup_bad_laptop_1778595393262_2rrvpg,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4493,3,1,3,0,0,0,3942,1,2,0,High
saas_signup_bad_desktop_1778595397807_y2fcgn,playwright_dummy_website,signup,http://localhost:3000/saas/signup-bad,bad,4546,3,1,3,0,0,0,3945,1,2,0,High
ecommerce_search_good_mobile_1778595402414_j0q4rh,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1072,1,0,1,0,0,0,915,1,2,2,Low
ecommerce_search_good_tablet_1778595403541_zblpul,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1020,1,0,1,0,0,0,897,1,2,2,Low
ecommerce_search_good_laptop_1778595404614_inertb,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1067,1,0,1,0,0,0,923,1,2,2,Low
ecommerce_search_good_desktop_1778595405734_vyffqi,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-good,good,1097,1,0,1,0,0,0,925,1,2,2,Low
ecommerce_search_medium_mobile_1778595406883_p8yt10,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2404,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_tablet_1778595409340_cdvwdc,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2371,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_laptop_1778595411764_kad4ow,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2402,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_medium_desktop_1778595414223_kaf659,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-medium,medium,2409,2,0,1,1,1,1,0,0,2,1,Medium
ecommerce_search_bad_mobile_1778595416693_0juxfj,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2435,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_tablet_1778595419193_n8jz9b,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2430,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_laptop_1778595421676_m1d8xm,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2475,2,0,1,1,1,1,0,0,2,0,High
ecommerce_search_bad_desktop_1778595424205_fyccl9,playwright_dummy_website,search,http://localhost:3000/ecommerce/search-bad,bad,2508,2,0,1,1,1,1,0,0,2,0,High
banking_login_good_mobile_1778595426766_4w47lh,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1035,1,0,2,0,0,0,917,1,2,2,Low
banking_login_good_tablet_1778595427854_bj2qqa,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1055,1,0,2,0,0,0,924,1,2,2,Low
banking_login_good_laptop_1778595428962_t6gi8c,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1051,1,0,2,0,0,0,912,1,2,2,Low
banking_login_good_desktop_1778595430066_52orzi,playwright_dummy_website,login,http://localhost:3000/banking/login-good,good,1114,1,0,2,0,0,0,927,1,2,2,Low
banking_login_medium_mobile_1778595431234_o1jsul,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12453,3,0,4,1,1,0,1933,1,2,1,Medium
banking_login_medium_tablet_1778595443739_ccjprz,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12387,3,0,4,1,1,0,1928,1,2,1,Medium
banking_login_medium_laptop_1778595456178_pfida9,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12470,3,0,4,1,1,0,1938,1,2,1,Medium
banking_login_medium_desktop_1778595468703_ah8gjp,playwright_dummy_website,login,http://localhost:3000/banking/login-medium,medium,12441,3,0,4,1,1,0,1923,1,2,1,Medium
banking_login_bad_mobile_1778595481197_arhnjm,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4122,1,1,3,0,2,0,3940,0,2,0,High
banking_login_bad_tablet_1778595485374_n3xbkq,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4120,1,1,3,0,2,0,3942,0,2,0,High
banking_login_bad_laptop_1778595489547_geejby,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,3155,1,1,3,0,2,0,2946,0,2,0,High
banking_login_bad_desktop_1778595492754_e9gt3a,playwright_dummy_website,login,http://localhost:3000/banking/login-bad,bad,4140,1,1,3,0,2,0,3931,0,2,0,High
jobportal_search_good_mobile_1778595496948_67ff8n,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1052,1,0,1,0,0,0,934,1,2,2,Low
jobportal_search_good_tablet_1778595498077_7ls7hv,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1063,1,0,1,0,0,0,924,1,2,2,Low
jobportal_search_good_laptop_1778595499190_waz25g,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1070,1,0,1,0,0,0,915,1,2,2,Low
jobportal_search_good_desktop_1778595500313_o0ogmd,playwright_dummy_website,search,http://localhost:3000/jobportal/search-good,good,1115,1,0,1,0,0,0,940,1,2,2,Low
jobportal_search_medium_mobile_1778595501479_zaqb05,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4353,2,0,2,2,0,1,1935,1,2,1,Medium
jobportal_search_medium_tablet_1778595505887_mhw607,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4336,2,0,2,2,0,1,1939,1,2,1,Medium
jobportal_search_medium_laptop_1778595510281_lhosip,playwright_dummy_website,search,http://localhost:3000/jobportal/search-medium,medium,4382,2,0,2,2,0,1,1935,1,2,1,Medium
