completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,task_completed,friction_level
4.263,2,0,0,1,0,0,1,Medium
4.073,2,0,0,1,0,0,1,Medium
5.038,2,0,0,1,0,0,1,Medium
6.105,2,0,0,1,0,0,1,Medium
4.579,2,0,0,1,0,0,1,Medium
4.771,2,0,0,1,0,0,1,Medium
5.712,2,0,0,1,0,0,1,Medium
5.973,2,0,0,1,0,0,1,Medium
5.225,2,0,0,1,0,0,1,Medium
5.081,2,0,0,1,0,0,1,Medium
4.853,2,0,0,1,0,0,1,Medium
4.996,2,0,0,1,0,0,1,Medium
5.474,2,0,0,1,0,0,1,Medium
5.941,2,0,0,1,0,0,1,Medium
4.173,2,0,0,1,0,0,1,Medium
4.636,2,0,0,1,0,0,1,Medium
5.006,2,0,0,1,0,0,1,Medium
3.928,2,0,0,1,0,0,1,Medium
6.784,2,0,0,1,0,0,1,Medium
6.437,2,0,0,1,0,0,1,Medium
4.781,2,0,0,1,0,0,1,Medium
5.464,2,0,0,1,0,0,1,Medium
4.769,2,0,0,1,0,0,1,Medium
6.234,2,0,0,1,0,0,1,Medium
4.66,2,0,0,1,0,0,1,Medium
5.045,2,0,0,1,0,0,1,Medium
6.841,2,0,0,1,0,0,1,Medium
3.836,2,0,0,1,0,0,1,Medium
5.157,2,0,0,1,0,0,1,Medium
5.512,2,0,0,1,0,0,1,Medium
4.882,2,0,0,1,0,0,1,Medium
6.434,2,0,0,1,0,0,1,Medium
6.51,2,0,0,1,0,0,1,Medium
5.362,2,0,0,1,0,0,1,Medium
6.29,2,0,0,1,0,0,1,Medium
6.058,2,0,0,1,0,0,1,Medium
3.737,2,0,0,1,0,0,1,Medium
4.917,2,0,0,1,0,0,1,Medium
6.387,2,0,0,1,0,0,1,Medium
4.134,2,0,0,1,0,0,1,Medium
7.306,2,0,0,1,0,0,1,Medium
6.753,2,0,0,1,0,0,1,Medium
5.77,2,0,0,1,0,0,1,Medium
4.939,2,0,0,1,0,0,1,Medium
6.357,2,0,0,1,0,0,1,Medium
7.194,2,0,0,1,0,0,1,Medium
4.407,2,0,0,1,0,0,1,Medium
5.628,2,0,0,1,0,0,1,Medium
4.758,2,0,0,1,0,0,1,Medium
3.922,2,0,0,1,0,0,1,Medium
4.826,2,0,0,1,0,0,1,Medium
4.903,2,0,0,1,0,0,1,Medium
6.018,2,0,0,1,0,0,1,Medium
4.478,2,0,0,1,0,0,1,Medium
6.121,2,0,0,1,0,0,1,Medium
5.034,2,0,0,1,0,0,1,Medium
6.33,2,0,0,1,0,0,1,Medium
6.257,2,0,0,1,0,0,1,Medium
6.582,2,0,0,1,0,0,1,Medium
6.029,2,0,0,1,0,0,1,Medium
5.918,2,0,0,1,0,0,1,Medium
6.591,2,0,0,1,0,0,1,Medium
6.961,2,0,0,1,0,0,1,Medium
4.124,2,0,0,1,0,0,1,Medium
4.811,2,0,0,1,0,0,1,Medium
6.199,2,0,0,1,0,0,1,Medium
6.891,2,0,0,1,0,0,1,Medium
6.317,2,0,0,1,0,0,1,Medium
4.319,2,0,0,1,0,0,1,Medium
5.491,2,0,0,1,0,0,1,Medium
5.045,2,0,0,1,0,0,1,Medium
6.394,2,0,0,1,0,0,1,Medium
6.468,2,0,0,1,0,0,1,Medium
7.001,2,0,0,1,0,0,1,Medium
5.181,2,0,0,1,0,0,1,Medium
5.199,2,0,0,1,0,0,1,Medium
6.585,2,0,0,1,0,0,1,Medium
6.168,2,0,0,1,0,0,1,Medium
4.569,2,0,0,1,0,0,1,Medium
7.855,2,0,0,1,0,0,1,Medium
5.89,2,0,0,1,0,0,1,Medium
4.691,2,0,0,1,0,0,1,Medium
5.509,2,0,0,1,0,0,1,Medium
6.221,2,0,0,1,0,0,1,Medium
7.143,2,0,0,1,0,0,1,Medium
6.23,2,0,0,1,0,0,1,Medium
6.828,2,0,0,1,0,0,1,Medium
5.708,2,0,0,1,0,0,1,Medium
7.419,2,0,0,1,0,0,1,Medium
6.072,2,0,0,1,0,0,1,Medium
7.396,2,0,0,1,0,0,1,Medium
5.676,2,0,0,1,0,0,1,Medium
4.521,2,0,0,1,0,0,1,Medium
7.177,2,0,0,1,0,0,1,Medium
5.726,2,0,0,1,0,0,1,Medium
5.165,2,0,0,1,0,0,1,Medium
7.513,2,0,0,1,0,0,1,Medium
5.538,2,0,0,1,0,0,1,Medium
6.842,2,0,0,1,0,0,1,Medium
7.458,2,0,0,1,0,0,1,Medium
6.579,2,0,0,1,0,0,1,Medium
4.739,2,0,0,1,0,0,1,Medium
5.08,2,0,0,1,0,0,1,Medium
4.807,2,0,0,1,0,0,1,Medium
5.565,2,0,0,1,0,0,1,Medium
5.65,2,0,0,1,0,0,1,Medium
6.031,2,0,0,1,0,0,1,Medium
5.027,2,0,0,1,0,0,1,Medium
11.517,2,0,0,1,0,0,1,Medium
10.027,2,0,0,1,0,0,1,Medium
9.431,2,0,0,1,0,0,1,Medium
10.546,2,0,0,1,0,0,1,Medium
7.216,2,0,0,1,0,0,1,Medium
7.22,2,0,0,1,0,0,1,Medium
9.315,2,0,0,1,0,0,1,Medium
7.484,2,0,0,1,0,0,1,Medium
9.366,2,0,0,1,0,0,1,Medium
8.82,2,0,0,1,0,0,1,Medium
9.072,2,0,0,1,0,0,1,Medium
5.723,2,0,0,1,0,0,1,Medium
8.74,2,0,0,1,0,0,1,Medium
9.739,2,0,0,1,0,0,1,Medium
7.93,2,0,0,1,0,0,1,Medium
8.992,2,0,0,1,0,0,1,Medium
10.401,2,0,0,1,0,0,1,Medium
8.59,2,0,0,1,0,0,1,Medium
8.753,2,0,0,1,0,0,1,Medium
11.0,2,0,0,1,0,0,1,Medium
6.061,2,0,0,1,0,0,1,Medium
7.058,2,0,0,1,0,0,1,Medium
9.31,2,0,0,1,0,0,1,Medium
9.692,2,0,0,1,0,0,1,Medium
7.945,2,0,0,1,0,0,1,Medium
8.708,2,0,0,1,0,0,1,Medium
6.446,2,0,0,1,0,0,1,Medium
7.602,2,0,0,1,0,0,1,Medium
7.339,2,0,0,1,0,0,1,Medium
10.027,2,0,0,1,0,0,1,Medium
8.586,2,0,0,1,0,0,1,Medium
9.111,2,0,0,1,0,0,1,Medium
8.851,2,0,0,1,0,0,1,Medium
9.256,2,0,0,1,0,0,1,Medium
10.447,2,0,0,1,0,0,1,Medium
9.471,2,0,0,1,0,0,1,Medium
8.954,2,0,0,1,0,0,1,Medium
7.969,2,0,0,1,0,0,1,Medium
9.712,2,0,0,1,0,0,1,Medium
6.728,2,0,0,1,0,0,1,Medium
6.954,2,0,0,1,0,0,1,Medium
8.263,2,0,0,1,0,0,1,Medium
8.294,2,0,0,1,0,0,1,Medium
7.326,2,0,0,1,0,0,1,Medium
7.001,2,0,0,1,0,0,1,Medium
8.512,2,0,0,1,0,0,1,Medium
7.679,2,0,0,1,0,0,1,Medium
8.74,2,0,0,1,0,0,1,Medium
7.955,2,0,0,1,0,0,1,Medium
7.052,2,0,0,1,0,0,1,Medium
8.898,2,0,0,1,0,0,1,Medium
8.197,2,0,0,1,0,0,1,Medium
6.552,2,0,0,1,0,0,1,Medium
10.222,2,0,0,1,0,0,1,Medium
9.108,2,0,0,1,0,0,1,Medium
7.899,2,0,0,1,0,0,1,Medium
9.985,2,0,0,1,0,0,1,Medium
10.812,2,0,0,1,0,0,1,Medium
8.487,2,0,0,1,0,0,1,Medium
8.072,2,0,0,1,0,0,1,Medium
7.289,2,0,0,1,0,0,1,Medium
7.391,2,0,0,1,0,0,1,Medium
6.846,2,0,0,1,0,0,1,Medium
7.402,2,0,0,1,0,0,1,Medium
6.441,2,0,0,1,0,0,1,Medium
10.854,2,0,0,1,0,0,1,Medium
8.298,2,0,0,1,0,0,1,Medium
7.443,2,0,0,1,0,0,1,Medium
9.837,2,0,0,1,0,0,1,Medium
8.915,2,0,0,1,0,0,1,Medium
9.86,2,0,0,1,0,0,1,Medium
6.138,2,0,0,1,0,0,1,Medium
8.999,2,0,0,1,0,0,1,Medium
9.257,2,0,0,1,0,0,1,Medium
8.551,2,0,0,1,0,0,1,Medium
9.764,2,0,0,1,0,0,1,Medium
10.887,2,0,0,1,0,0,1,Medium
8.438,2,0,0,1,0,0,1,Medium
9.991,2,0,0,1,0,0,1,Medium
10.153,2,0,0,1,0,0,1,Medium
8.236,2,0,0,1,0,0,1,Medium
10.552,2,0,0,1,0,0,1,Medium
8.407,2,0,0,1,0,0,1,Medium
11.231,2,0,0,1,0,0,1,Medium
8.005,2,0,0,1,0,0,1,Medium
9.986,2,0,0,1,0,0,1,Medium
7.771,2,0,0,1,0,0,1,Medium
5.903,2,0,0,1,0,0,1,Medium
6.408,2,0,0,1,0,0,1,Medium
9.366,2,0,0,1,0,0,1,Medium
8.22,2,0,0,1,0,0,1,Medium
8.327,2,0,0,1,0,0,1,Medium
9.748,2,0,0,1,0,0,1,Medium
9.857,2,0,0,1,0,0,1,Medium
11.037,2,0,0,1,0,0,1,Medium
8.405,2,0,0,1,0,0,1,Medium
6.926,2,0,0,1,0,0,1,Medium
7.512,2,0,0,1,0,0,1,Medium
9.476,2,0,0,1,0,0,1,Medium
5.448,2,0,0,1,0,0,1,Medium
9.691,2,0,0,1,0,0,1,Medium
8.512,2,0,0,1,0,0,1,Medium
10.239,2,0,0,1,0,0,1,Medium
6.475,2,0,0,1,0,0,1,Medium
5.829,2,0,0,1,0,0,1,Medium
4.582,2,0,0,1,0,0,1,Medium
4.471,2,0,0,1,0,0,1,Medium
3.886,2,0,0,1,0,0,1,Medium
4.492,2,0,0,1,0,0,1,Medium
4.912,2,0,0,1,0,0,1,Medium
3.429,2,0,0,1,0,0,1,Medium
4.016,2,0,0,1,0,0,1,Medium
4.368,2,0,0,1,0,0,1,Medium
5.241,2,0,0,1,0,0,1,Medium
5.145,2,0,0,1,0,0,1,Medium
5.026,2,0,0,1,0,0,1,Medium
3.583,2,0,0,1,0,0,1,Medium
4.926,2,0,0,1,0,0,1,Medium
5.262,2,0,0,1,0,0,1,Medium
3.483,2,0,0,1,0,0,1,Medium
4.735,2,0,0,1,0,0,1,Medium
3.891,2,0,0,1,0,0,1,Medium
4.577,2,0,0,1,0,0,1,Medium
3.598,2,0,0,1,0,0,1,Medium
3.268,2,0,0,1,0,0,1,Medium
4.463,2,0,0,1,0,0,1,Medium
4.1,2,0,0,1,0,0,1,Medium
5.015,2,0,0,1,0,0,1,Medium
4.806,2,0,0,1,0,0,1,Medium
3.647,2,0,0,1,0,0,1,Medium
5.044,2,0,0,1,0,0,1,Medium
5.118,2,0,0,1,0,0,1,Medium
4.074,2,0,0,1,0,0,1,Medium
4.215,2,0,0,1,0,0,1,Medium
3.442,2,0,0,1,0,0,1,Medium
5.261,2,0,0,1,0,0,1,Medium
4.084,2,0,0,1,0,0,1,Medium
4.046,2,0,0,1,0,0,1,Medium
4.293,2,0,0,1,0,0,1,Medium
3.267,2,0,0,1,0,0,1,Medium
4.699,2,0,0,1,0,0,1,Medium
4.015,2,0,0,1,0,0,1,Medium
4.26,2,0,0,1,0,0,1,Medium
4.907,2,0,0,1,0,0,1,Medium
5.199,2,0,0,1,0,0,1,Medium
3.799,2,0,0,1,0,0,1,Medium
4.907,2,0,0,1,0,0,1,Medium
3.414,2,0,0,1,0,0,1,Medium
4.64,2,0,0,1,0,0,1,Medium
4.814,2,0,0,1,0,0,1,Medium
3.991,2,0,0,1,0,0,1,Medium
3.872,2,0,0,1,0,0,1,Medium
5.138,2,0,0,1,0,0,1,Medium
4.553,2,0,0,1,0,0,1,Medium
4.786,2,0,0,1,0,0,1,Medium
3.298,2,0,0,1,0,0,1,Medium
4.946,2,0,0,1,0,0,1,Medium
5.369,2,0,0,1,0,0,1,Medium
4.683,2,0,0,1,0,0,1,Medium
3.581,2,0,0,1,0,0,1,Medium
4.404,2,0,0,1,0,0,1,Medium
3.951,2,0,0,1,0,0,1,Medium
4.424,2,0,0,1,0,0,1,Medium
3.748,2,0,0,1,0,0,1,Medium
5.208,2,0,0,1,0,0,1,Medium
3.69,2,0,0,1,0,0,1,Medium
3.231,2,0,0,1,0,0,1,Medium
3.75,2,0,0,1,0,0,1,Medium
4.714,2,0,0,1,0,0,1,Medium
4.557,2,0,0,1,0,0,1,Medium
3.755,2,0,0,1,0,0,1,Medium
3.417,2,0,0,1,0,0,1,Medium
3.989,2,0,0,1,0,0,1,Medium
4.143,2,0,0,1,0,0,1,Medium
5.011,2,0,0,1,0,0,1,Medium
5.245,2,0,0,1,0,0,1,Medium
4.728,2,0,0,1,0,0,1,Medium
4.248,2,0,0,1,0,0,1,Medium
5.425,2,0,0,1,0,0,1,Medium
3.979,2,0,0,1,0,0,1,Medium
4.039,2,0,0,1,0,0,1,Medium
3.638,2,0,0,1,0,0,1,Medium
4.912,2,0,0,1,0,0,1,Medium
5.029,2,0,0,1,0,0,1,Medium
4.191,2,0,0,1,0,0,1,Medium
4.736,2,0,0,1,0,0,1,Medium
4.843,2,0,0,1,0,0,1,Medium
3.964,2,0,0,1,0,0,1,Medium
4.828,2,0,0,1,0,0,1,Medium
5.205,2,0,0,1,0,0,1,Medium
4.601,2,0,0,1,0,0,1,Medium
3.572,2,0,0,1,0,0,1,Medium
3.469,2,0,0,1,0,0,1,Medium
4.418,2,0,0,1,0,0,1,Medium
3.602,2,0,0,1,0,0,1,Medium
3.884,2,0,0,1,0,0,1,Medium
4.4,2,0,0,1,0,0,1,Medium
4.801,2,0,0,1,0,0,1,Medium
4.75,2,0,0,1,0,0,1,Medium
4.073,2,0,0,1,0,0,1,Medium
5.02,2,0,0,1,0,0,1,Medium
4.625,2,0,0,1,0,0,1,Medium
3.569,2,0,0,1,0,0,1,Medium
4.594,2,0,0,1,0,0,1,Medium
3.619,2,0,0,1,0,0,1,Medium
4.829,2,0,0,1,0,0,1,Medium
5.038,2,0,0,1,0,0,1,Medium
4.6,2,0,0,1,0,0,1,Medium
4.911,2,0,0,1,0,0,1,Medium
4.743,2,0,0,1,0,0,1,Medium
5.405,2,0,0,1,0,0,1,Medium
4.454,2,0,0,1,0,0,1,Medium
5.857,2,0,0,1,0,0,1,Medium
4.352,2,0,0,1,0,0,1,Medium
6.187,2,0,0,1,0,0,1,Medium
5.055,2,0,0,1,0,0,1,Medium
4.603,2,0,0,1,0,0,1,Medium
5.978,2,0,0,1,0,0,1,Medium
4.915,2,0,0,1,0,0,1,Medium
7.184,2,0,0,1,0,0,1,Medium
4.46,2,0,0,1,0,0,1,Medium
6.004,2,0,0,1,0,0,1,Medium
5.159,2,0,0,1,0,0,1,Medium
6.205,2,0,0,1,0,0,1,Medium
5.016,2,0,0,1,0,0,1,Medium
6.297,2,0,0,1,0,0,1,Medium
5.718,2,0,0,1,0,0,1,Medium
6.377,2,0,0,1,0,0,1,Medium
6.321,2,0,0,1,0,0,1,Medium
5.846,2,0,0,1,0,0,1,Medium
5.646,2,0,0,1,0,0,1,Medium
6.812,2,0,0,1,0,0,1,Medium
6.251,2,0,0,1,0,0,1,Medium
4.945,2,0,0,1,0,0,1,Medium
7.332,2,0,0,1,0,0,1,Medium
5.023,2,0,0,1,0,0,1,Medium
5.765,2,0,0,1,0,0,1,Medium
6.599,2,0,0,1,0,0,1,Medium
7.114,2,0,0,1,0,0,1,Medium
7.487,2,0,0,1,0,0,1,Medium
4.232,2,0,0,1,0,0,1,Medium
5.211,2,0,0,1,0,0,1,Medium
6.321,2,0,0,1,0,0,1,Medium
5.224,2,0,0,1,0,0,1,Medium
6.453,2,0,0,1,0,0,1,Medium
3.796,2,0,0,1,0,0,1,Medium
7.644,2,0,0,1,0,0,1,Medium
5.573,2,0,0,1,0,0,1,Medium
5.236,2,0,0,1,0,0,1,Medium
7.226,2,0,0,1,0,0,1,Medium
5.005,2,0,0,1,0,0,1,Medium
7.05,2,0,0,1,0,0,1,Medium
7.13,2,0,0,1,0,0,1,Medium
5.994,2,0,0,1,0,0,1,Medium
6.895,2,0,0,1,0,0,1,Medium
5.581,2,0,0,1,0,0,1,Medium
4.119,2,0,0,1,0,0,1,Medium
6.588,2,0,0,1,0,0,1,Medium
4.984,2,0,0,1,0,0,1,Medium
5.122,2,0,0,1,0,0,1,Medium
6.449,2,0,0,1,0,0,1,Medium
5.677,2,0,0,1,0,0,1,Medium
6.947,2,0,0,1,0,0,1,Medium
4.798,2,0,0,1,0,0,1,Medium
5.505,2,0,0,1,0,0,1,Medium
5.207,2,0,0,1,0,0,1,Medium
7.072,2,0,0,1,0,0,1,Medium
5.079,2,0,0,1,0,0,1,Medium
6.518,2,0,0,1,0,0,1,Medium
4.395,2,0,0,1,0,0,1,Medium
6.284,2,0,0,1,0,0,1,Medium
7.072,2,0,0,1,0,0,1,Medium
6.177,2,0,0,1,0,0,1,Medium
6.25,2,0,0,1,0,0,1,Medium
6.368,2,0,0,1,0,0,1,Medium
6.751,2,0,0,1,0,0,1,Medium
6.636,2,0,0,1,0,0,1,Medium
5.594,2,0,0,1,0,0,1,Medium
5.549,2,0,0,1,0,0,1,Medium
5.139,2,0,0,1,0,0,1,Medium
7.418,2,0,0,1,0,0,1,Medium
6.792,2,0,0,1,0,0,1,Medium
5.704,2,0,0,1,0,0,1,Medium
6.409,2,0,0,1,0,0,1,Medium
6.396,2,0,0,1,0,0,1,Medium
6.117,2,0,0,1,0,0,1,Medium
5.964,2,0,0,1,0,0,1,Medium
4.395,2,0,0,1,0,0,1,Medium
4.466,2,0,0,1,0,0,1,Medium
6.977,2,0,0,1,0,0,1,Medium
7.439,2,0,0,1,0,0,1,Medium
5.229,2,0,0,1,0,0,1,Medium
6.196,2,0,0,1,0,0,1,Medium
5.316,2,0,0,1,0,0,1,Medium
4.898,2,0,0,1,0,0,1,Medium
5.101,2,0,0,1,0,0,1,Medium
5.139,2,0,0,1,0,0,1,Medium
5.243,2,0,0,1,0,0,1,Medium
5.495,2,0,0,1,0,0,1,Medium
7.108,2,0,0,1,0,0,1,Medium
5.716,2,0,0,1,0,0,1,Medium
7.559,2,0,0,1,0,0,1,Medium
7.443,2,0,0,1,0,0,1,Medium
4.127,2,0,0,1,0,0,1,Medium
5.068,2,0,0,1,0,0,1,Medium
4.224,2,0,0,1,0,0,1,Medium
4.218,2,0,0,1,0,0,1,Medium
6.323,2,0,0,1,0,0,1,Medium
6.65,2,0,0,1,0,0,1,Medium
5.982,2,0,0,1,0,0,1,Medium
6.819,2,0,0,1,0,0,1,Medium
7.039,2,0,0,1,0,0,1,Medium
5.994,2,0,0,1,0,0,1,Medium
5.519,2,0,0,1,0,0,1,Medium
6.72,2,0,0,1,0,0,1,Medium
7.117,2,0,0,1,0,0,1,Medium
7.122,2,0,0,1,0,0,1,Medium
6.85,2,0,0,1,0,0,1,Medium
7.032,2,0,0,1,0,0,1,Medium
9.991,2,0,0,1,0,0,1,Medium
6.578,2,0,0,1,0,0,1,Medium
8.636,2,0,0,1,0,0,1,Medium
6.19,2,0,0,1,0,0,1,Medium
7.774,2,0,0,1,0,0,1,Medium
6.948,2,0,0,1,0,0,1,Medium
9.41,2,0,0,1,0,0,1,Medium
8.787,2,0,0,1,0,0,1,Medium
10.283,2,0,0,1,0,0,1,Medium
9.928,2,0,0,1,0,0,1,Medium
8.954,2,0,0,1,0,0,1,Medium
8.74,2,0,0,1,0,0,1,Medium
9.638,2,0,0,1,0,0,1,Medium
10.274,2,0,0,1,0,0,1,Medium
7.108,2,0,0,1,0,0,1,Medium
7.576,2,0,0,1,0,0,1,Medium
9.009,2,0,0,1,0,0,1,Medium
9.016,2,0,0,1,0,0,1,Medium
6.169,2,0,0,1,0,0,1,Medium
8.257,2,0,0,1,0,0,1,Medium
7.245,2,0,0,1,0,0,1,Medium
7.098,2,0,0,1,0,0,1,Medium
7.647,2,0,0,1,0,0,1,Medium
9.767,2,0,0,1,0,0,1,Medium
7.247,2,0,0,1,0,0,1,Medium
8.191,2,0,0,1,0,0,1,Medium
7.277,2,0,0,1,0,0,1,Medium
8.05,2,0,0,1,0,0,1,Medium
9.869,2,0,0,1,0,0,1,Medium
9.201,2,0,0,1,0,0,1,Medium
6.753,2,0,0,1,0,0,1,Medium
10.137,2,0,0,1,0,0,1,Medium
8.091,2,0,0,1,0,0,1,Medium
8.009,2,0,0,1,0,0,1,Medium
8.245,2,0,0,1,0,0,1,Medium
5.606,2,0,0,1,0,0,1,Medium
10.428,2,0,0,1,0,0,1,Medium
7.776,2,0,0,1,0,0,1,Medium
8.725,2,0,0,1,0,0,1,Medium
8.668,2,0,0,1,0,0,1,Medium
9.411,2,0,0,1,0,0,1,Medium
8.607,2,0,0,1,0,0,1,Medium
9.209,2,0,0,1,0,0,1,Medium
9.757,2,0,0,1,0,0,1,Medium
6.087,2,0,0,1,0,0,1,Medium
9.163,2,0,0,1,0,0,1,Medium
6.825,2,0,0,1,0,0,1,Medium
7.516,2,0,0,1,0,0,1,Medium
9.927,2,0,0,1,0,0,1,Medium
6.307,2,0,0,1,0,0,1,Medium
9.693,2,0,0,1,0,0,1,Medium
8.792,2,0,0,1,0,0,1,Medium
9.316,2,0,0,1,0,0,1,Medium
9.572,2,0,0,1,0,0,1,Medium
6.481,2,0,0,1,0,0,1,Medium
6.454,2,0,0,1,0,0,1,Medium
7.77,2,0,0,1,0,0,1,Medium
6.719,2,0,0,1,0,0,1,Medium
8.96,2,0,0,1,0,0,1,Medium
10.351,2,0,0,1,0,0,1,Medium
8.177,2,0,0,1,0,0,1,Medium
9.343,2,0,0,1,0,0,1,Medium
8.534,2,0,0,1,0,0,1,Medium
9.261,2,0,0,1,0,0,1,Medium
5.747,2,0,0,1,0,0,1,Medium
8.745,2,0,0,1,0,0,1,Medium
8.117,2,0,0,1,0,0,1,Medium
7.155,2,0,0,1,0,0,1,Medium
7.129,2,0,0,1,0,0,1,Medium
10.621,2,0,0,1,0,0,1,Medium
9.003,2,0,0,1,0,0,1,Medium
6.797,2,0,0,1,0,0,1,Medium
9.955,2,0,0,1,0,0,1,Medium
8.51,2,0,0,1,0,0,1,Medium
7.931,2,0,0,1,0,0,1,Medium
9.266,2,0,0,1,0,0,1,Medium
8.061,2,0,0,1,0,0,1,Medium
6.05,2,0,0,1,0,0,1,Medium
7.248,2,0,0,1,0,0,1,Medium
8.728,2,0,0,1,0,0,1,Medium
8.121,2,0,0,1,0,0,1,Medium
9.637,2,0,0,1,0,0,1,Medium
9.142,2,0,0,1,0,0,1,Medium
5.588,2,0,0,1,0,0,1,Medium
8.63,2,0,0,1,0,0,1,Medium
7.709,2,0,0,1,0,0,1,Medium
7.208,2,0,0,1,0,0,1,Medium
9.523,2,0,0,1,0,0,1,Medium
8.218,2,0,0,1,0,0,1,Medium
8.232,2,0,0,1,0,0,1,Medium
9.258,2,0,0,1,0,0,1,Medium
9.113,2,0,0,1,0,0,1,Medium
7.642,2,0,0,1,0,0,1,Medium
8.996,2,0,0,1,0,0,1,Medium
7.526,2,0,0,1,0,0,1,Medium
7.718,2,0,0,1,0,0,1,Medium
7.418,2,0,0,1,0,0,1,Medium
7.807,2,0,0,1,0,0,1,Medium
8.091,2,0,0,1,0,0,1,Medium
9.944,2,0,0,1,0,0,1,Medium
6.425,2,0,0,1,0,0,1,Medium
1.638,1,0,0,1,1,1,0,High
1.563,1,0,0,1,1,1,0,High
1.608,1,0,0,1,1,1,0,High
1.564,1,0,0,1,1,1,0,High
1.384,1,0,0,1,1,1,0,High
1.579,1,0,0,1,1,1,0,High
1.351,1,0,0,1,1,1,0,High
1.744,1,0,0,1,1,1,0,High
1.675,1,0,0,1,1,1,0,High
1.663,1,0,0,1,1,1,0,High
1.429,1,0,0,1,1,1,0,High
1.426,1,0,0,1,1,1,0,High
1.418,1,0,0,1,1,1,0,High
1.582,1,0,0,1,1,1,0,High
1.46,1,0,0,1,1,1,0,High
1.656,1,0,0,1,1,1,0,High
1.581,1,0,0,1,1,1,0,High
1.598,1,0,0,1,1,1,0,High
1.548,1,0,0,1,1,1,0,High
1.385,1,0,0,1,1,1,0,High
1.518,1,0,0,1,1,1,0,High
1.423,1,0,0,1,1,1,0,High
1.441,1,0,0,1,1,1,0,High
1.594,1,0,0,1,1,1,0,High
1.5,1,0,0,1,1,1,0,High
1.622,1,0,0,1,1,1,0,High
1.535,1,0,0,1,1,1,0,High
1.711,1,0,0,1,1,1,0,High
1.676,1,0,0,1,1,1,0,High
1.402,1,0,0,1,1,1,0,High
1.569,1,0,0,1,1,1,0,High
1.776,1,0,0,1,1,1,0,High
1.538,1,0,0,1,1,1,0,High
1.362,1,0,0,1,1,1,0,High
1.775,1,0,0,1,1,1,0,High
1.481,1,0,0,1,1,1,0,High
1.777,1,0,0,1,1,1,0,High
1.483,1,0,0,1,1,1,0,High
1.729,1,0,0,1,1,1,0,High
1.666,1,0,0,1,1,1,0,High
1.781,1,0,0,1,1,1,0,High
1.567,1,0,0,1,1,1,0,High
1.597,1,0,0,1,1,1,0,High
1.709,1,0,0,1,1,1,0,High
1.692,1,0,0,1,1,1,0,High
1.777,1,0,0,1,1,1,0,High
1.768,1,0,0,1,1,1,0,High
1.706,1,0,0,1,1,1,0,High
1.583,1,0,0,1,1,1,0,High
1.699,1,0,0,1,1,1,0,High
1.448,1,0,0,1,1,1,0,High
1.563,1,0,0,1,1,1,0,High
1.496,1,0,0,1,1,1,0,High
1.45,1,0,0,1,1,1,0,High
1.793,1,0,0,1,1,1,0,High
1.673,1,0,0,1,1,1,0,High
1.796,1,0,0,1,1,1,0,High
1.703,1,0,0,1,1,1,0,High
1.647,1,0,0,1,1,1,0,High
1.641,1,0,0,1,1,1,0,High
1.385,1,0,0,1,1,1,0,High
1.668,1,0,0,1,1,1,0,High
1.434,1,0,0,1,1,1,0,High
1.767,1,0,0,1,1,1,0,High
1.732,1,0,0,1,1,1,0,High
1.58,1,0,0,1,1,1,0,High
1.731,1,0,0,1,1,1,0,High
1.695,1,0,0,1,1,1,0,High
1.442,1,0,0,1,1,1,0,High
1.608,1,0,0,1,1,1,0,High
1.532,1,0,0,1,1,1,0,High
1.425,1,0,0,1,1,1,0,High
1.5,1,0,0,1,1,1,0,High
1.483,1,0,0,1,1,1,0,High
1.449,1,0,0,1,1,1,0,High
1.729,1,0,0,1,1,1,0,High
1.585,1,0,0,1,1,1,0,High
1.468,1,0,0,1,1,1,0,High
1.723,1,0,0,1,1,1,0,High
1.55,1,0,0,1,1,1,0,High
1.389,1,0,0,1,1,1,0,High
1.425,1,0,0,1,1,1,0,High
1.583,1,0,0,1,1,1,0,High
1.411,1,0,0,1,1,1,0,High
1.651,1,0,0,1,1,1,0,High
1.562,1,0,0,1,1,1,0,High
1.755,1,0,0,1,1,1,0,High
1.77,1,0,0,1,1,1,0,High
1.596,1,0,0,1,1,1,0,High
1.457,1,0,0,1,1,1,0,High
1.397,1,0,0,1,1,1,0,High
1.494,1,0,0,1,1,1,0,High
1.435,1,0,0,1,1,1,0,High
1.774,1,0,0,1,1,1,0,High
1.514,1,0,0,1,1,1,0,High
1.607,1,0,0,1,1,1,0,High
1.423,1,0,0,1,1,1,0,High
1.41,1,0,0,1,1,1,0,High
1.653,1,0,0,1,1,1,0,High
1.464,1,0,0,1,1,1,0,High
1.436,1,0,0,1,1,1,0,High
1.448,1,0,0,1,1,1,0,High
1.556,1,0,0,1,1,1,0,High
1.624,1,0,0,1,1,1,0,High
1.631,1,0,0,1,1,1,0,High
2.392,1,0,0,1,1,1,0,High
2.27,1,0,0,1,1,1,0,High
2.55,1,0,0,1,1,1,0,High
2.077,1,0,0,1,1,1,0,High
1.818,1,0,0,1,1,1,0,High
2.27,1,0,0,1,1,1,0,High
1.86,1,0,0,1,1,1,0,High
2.427,1,0,0,1,1,1,0,High
2.208,1,0,0,1,1,1,0,High
1.833,1,0,0,1,1,1,0,High
2.383,1,0,0,1,1,1,0,High
